SMc02793,Smed_3209
SMc01590,Smed_2242
SMc01591,Smed_2243
SMc01592,Smed_2244
SMc01593,Smed_2245
SMc01595,Smed_2246
csaA,Smed_2247
proC,Smed_2249
SMc02678,Smed_2250
SMc03744,Smed_2251
lgt,Smed_2252
SMc02682,Smed_2253
SMc02683,Smed_2254
SMc02684,Smed_2255
SMc02685,Smed_2256
prsA,Smed_2257
SMc02687,Smed_2258
SMc02688,Smed_2259
SMc02689,Smed_2260
SMc02690,Smed_2261
SMc02691,Smed_2262
rplY,Smed_2263
pth,Smed_2264
clpS2,Smed_2265
engD,Smed_2266
SMc02696,Smed_2268
SMc02697,Smed_2269
apt,Smed_2270
SMc02699,Smed_2271
SMc02700,Smed_2272
SMc02701,Smed_2273
SMc02702,Smed_2274
SMc02703,Smed_2275
SMc02704,Smed_2276
SMc02705,Smed_2277
SMc02706,Smed_2278
SMc02707,Smed_2280
SMc02708,Smed_2281
SMc02709,Smed_6446
fic,noHit
SMc02711,Smed_2282
SMc02712,Smed_2283
rpoE3,Smed_2284
SMc02714,Smed_2285
SMc02715,noHit
SMc02716,Smed_2286
leuA1,Smed_2287
SMc02718,noHit
TRm22,noHit
clpP2,Smed_2289
SMc02721,noHit
SMc02722,Smed_2292
SMc02723,Smed_2293
SMc02724,Smed_2294
trpE,Smed_2295
bhuR,Smed_2296
SMc02727,Smed_2297
fhs,Smed_2298
SMc02729,Smed_2299
SMc02730,Smed_2300
TRm22,noHit
SMc02732,Smed_2301
SMc02733,Smed_2302
SMc02734,Smed_2303
SMc02735,Smed_2304
tdk,noHit
choX,Smed_2305
choW,Smed_2306
choV,Smed_2307
SMc04457,Smed_2308
SMc01535,Smed_2310
SMc01534,Smed_2317
adeC1,Smed_2318
SMc01532,Smed_2320
kdgK,Smed_2321
TRm5,noHit
dppF2,Smed_2322
dppD2,Smed_2323
dppC2,Smed_2324
dppB2,Smed_2325
dppA2,Smed_2326
SMc01524,Smed_2327
emrE,Smed_2328
SMc01522,Smed_2329
ntrP,noHit
ntrR1,noHit
SMc01520,Smed_2330
SMc01519,Smed_2331
SMc01748,noHit
SMc01518,Smed_2332
SMc01517,Smed_2333
SMc01516,Smed_2334
SMc01515,Smed_2335
SMc01514,Smed_2336
SMc01747,noHit
hmuS,Smed_2338
hmuT,Smed_2339
hmuU,Smed_2340
hmuV,Smed_2341
SMc01509,Smed_2342
SMc01508,Smed_2343
SMc01507,Smed_2344
rpoE2,Smed_2345
SMc01505,Smed_2346
SMc01504,Smed_2347
SMc01503,Smed_2351
SMc01502,Smed_2352
mtlK,Smed_2353
smoS,Smed_2354
smoK,Smed_2355
smoG,Smed_2356
smoF,Smed_2357
smoE,Smed_2358
smoC,Smed_2359
SMc01814,Smed_2360
SMc01815,Smed_2361
SMc01816,Smed_2362
SMc01817,Smed_2363
cyaC,Smed_2364
SMc01819,Smed_2365
SMc01820,Smed_2366
dht,Smed_2367
SMc01822,Smed_2368
SMc01823,Smed_2369
SMc01824,Smed_2370
SMc01825,Smed_2371
SMc01826,Smed_2372
SMc01827,Smed_2373
SMc01828,Smed_2374
SMc01829,Smed_2375
ureG,Smed_2377
ureF,Smed_2378
ureE,Smed_2379
SMc01833,Smed_2380
SMc01834,Smed_2381
SMc01995,noHit
SMc01836,noHit
ureC,Smed_2383
SMc01838,Smed_2384
SMc02046,Smed_2385
ureB,Smed_2386
SMc01940,Smed_2387
ureA,Smed_2388
ureD,Smed_2389
SMc01943,Smed_2390
cpo,noHit
ohrR,noHit
livK,Smed_2392
SMc01947,Smed_2393
livF,Smed_2394
livG,Smed_2395
livM,Smed_2396
livH,Smed_2397
cysQ,Smed_2398
SMc01953,Smed_2399
SMc01954,Smed_2400
SMc01955,Smed_2401
SMc01956,Smed_2402
SMc01957,noHit
TRm1b,noHit
TRm1a,Smed_5766
SMc01960,Smed_2403
SMc01961,Smed_2404
SMc01962,Smed_2405
SMc01963,Smed_2406
SMc01964,Smed_2407
SMc01965,Smed_2408
SMc01966,Smed_2409
speB2,Smed_2410
SMc01968,Smed_2411
SMc01969,Smed_2412
SMc01970,Smed_2413
puuC,Smed_2414
puuB,Smed_2415
puuA,Smed_2416
SMc01974,Smed_2417
SMc01975,Smed_2418
SMc01976,Smed_2419
SMc01977,Smed_2420
SMc01978,Smed_2421
SMc01979,Smed_2422
SMc01980,Smed_2423
SMc01981,Smed_2424
coxM,Smed_2425
coxN,Smed_2426
coxO,Smed_2427
coxP,Smed_2428
SMc01986,Smed_2429
SMc01987,Smed_2430
SMc01988,noHit
SMc01989,Smed_4700
SMc01990,Smed_0908
SMc01991,noHit
SMc01992,Smed_0849
SMc01993,Smed_0909
SMc02016,Smed_0910
SMc02017,Smed_0911
SMc02018,Smed_0913
SMc02019,Smed_0914
SMc02020,Smed_0915
SMc02021,Smed_0916
SMc02022,Smed_0917
SMc02023,noHit
SMc02024,Smed_2435
SMc02025,Smed_2436
SMc02026,Smed_2437
SMc02027,Smed_2438
SMc02028,Smed_2439
SMc02029,Smed_2440
SMc02030,Smed_2441
SMc02031,Smed_2442
SMc02032,Smed_2443
SMc02033,Smed_2444
SMc02034,Smed_2445
SMc02035,Smed_2457
SMc02036,Smed_2458
SMc02037,Smed_2459
gldA,Smed_2460
SMc02039,noHit
SMc02040,noHit
SMc02041,Smed_2462
pgiA1,Smed_2463
eda1,Smed_2464
SMc02044,Smed_2465
SMc02045,Smed_2466
SMc02332,Smed_2467
SMc02460,Smed_2468
SMc02333,Smed_2469
SMc02334,Smed_2470
SMc02335,Smed_2471
kduD,Smed_2472
SMc02452,Smed_2473
SMc02337,Smed_2474
SMc02338,Smed_2475
SMc02339,Smed_2476
SMc02340,Smed_2477
SMc02341,Smed_2478
tkt1,Smed_2479
SMc02343,noHit
SMc02344,noHit
SMc02345,noHit
SMc02346,Smed_1128
asfB,noHit
asfA,noHit
SMc02350,noHit
SMc02351,Smed_5909
SMc02352,Smed_5349
SMc02353,Smed_5348
SMc02354,Smed_5347
SMc02355,Smed_5346
SMc02356,Smed_5345
SMc02357,Smed_5344
SMc02358,Smed_5343
SMc02359,Smed_5342
SMc02360,Smed_5341
SMc02412,Smed_5340
SMc02413,Smed_5339
SMc02414,Smed_5797
SMc02415,Smed_5796
SMc02416,noHit
SMc02417,Smed_5794
SMc02418,Smed_5793
SMc02419,Smed_5792
SMc02420,Smed_5791
SMc02421,Smed_5790
SMc02423,Smed_5789
SMc02424,Smed_5788
SMc02425,Smed_5787
SMc02426,Smed_5786
hyuE,Smed_5785
SMc02428,Smed_5894
SMc02429,Smed_1261
TRm17,noHit
SMc02431,noHit
SMc02432,Smed_2498
clpB,Smed_2499
SMc02434,Smed_2500
hemK1,Smed_2501
prfA,Smed_2502
ptsP,Smed_2503
lysC,Smed_2504
SMc02439,noHit
ubiG,Smed_2506
SMc02441,Smed_2507
SMc02442,Smed_2508
grxC,Smed_2509
SMc02444,Smed_2510
SMc02445,Smed_2511
SMc02446,Smed_2512
SMc02447,Smed_2513
mutT,Smed_2514
SMc02449,Smed_2515
argJ,Smed_2516
SMc02451,Smed_2517
secA,Smed_2518
SMc00744,Smed_2519
SMc00743,Smed_2520
SMc00742,Smed_2521
acsA3,Smed_2522
SMc00740,noHit
SMc00739,noHit
SMc00738,Smed_2523
SMc00737,Smed_2524
SMc00736,Smed_2525
SMc00735,Smed_2526
SMc00734,Smed_2527
SMc00733,Smed_2528
SMc00732,Smed_2529
SMc00731,Smed_2530
SMc00730,Smed_2531
etfB1,Smed_2532
etfA1,Smed_2533
hbdA,Smed_2534
tlpA,Smed_2535
argH1,Smed_2536
SMc00724,Smed_2537
lysA,Smed_2538
SMc00722,Smed_2539
TRm22,noHit
SMc00720,Smed_2540
hpt,Smed_2541
SMc00718,Smed_2542
ftsE,Smed_2543
ftsX,Smed_2544
SMc00715,Smed_2545
SMc00714,Smed_2546
chaC,Smed_2547
SMc00712,Smed_2548
tyrC,Smed_2549
hisC1,Smed_2550
SMc00709,Smed_2551
gloB,Smed_2552
SMc00707,Smed_2553
SMc00706,Smed_2554
SMc00705,Smed_2555
rpmB,Smed_2556
SMc00703,Smed_2557
SMc00702,Smed_2558
cobT,Smed_2559
SMc00700,Smed_2560
SMc00699,Smed_2561
SMc00698,Smed_2562
SMc00697,Smed_2563
aroB,Smed_2564
aroK,Smed_2565
SMc00694,Smed_6483
SMc00693,Smed_6482
SMc00692,Smed_2566
xerD,Smed_2567
accA,Smed_2568
SMc00689,Smed_2569
SMc00688,Smed_2570
SMc00687,noHit
SMc00686,noHit
SMc00684,Smed_2571
SMc00683,Smed_2572
hipO1,Smed_2573
lrp1,Smed_2574
SMc00680,Smed_2575
SMc00679,Smed_2576
SMc00678,Smed_2577
SMc00677,Smed_2578
SMc00676,Smed_2579
SMc00675,Smed_2580
hutC,Smed_2581
SMc00673,Smed_2582
hisX,Smed_2583
hisW,Smed_2584
hisV,Smed_2585
hutH2,Smed_2586
SMc00668,Smed_2587
SMc00667,Smed_2588
SMc00666,Smed_2589
SMc00665,Smed_2590
SMc00664,Smed_2591
SMc00663,Smed_2592
SMc00662,Smed_2593
SMc00661,noHit
SMc00660,Smed_2594
trmU,Smed_2600
SMc00658,Smed_2601
SMc00657,Smed_2602
SMc00656,Smed_2603
SMc00655,Smed_2604
ctrA,Smed_2605
SMc00653,Smed_2607
chpT,Smed_2608
SMc00651,Smed_2609
SMc00650,Smed_2610
SMc00649,Smed_2611
SMc00648,Smed_2612
rluD,Smed_2613
rpoH1,Smed_2614
SMc00644,Smed_2615
purA,Smed_2616
SMc00642,Smed_2617
serA,Smed_2618
serC,Smed_2619
SMc00639,Smed_2620
SMc00638,Smed_2621
glmM,Smed_2622
ftsH,Smed_2623
SMc02940,Smed_2624
SMc02941,Smed_2625
pal,Smed_2626
tolB,Smed_2627
tolA,Smed_2628
tolR,Smed_2629
tolQ,Smed_2630
SMc03959,Smed_2631
SMc03960,Smed_2632
sqdB,Smed_2633
sqdD,Smed_2634
sqdC,Smed_2635
SMc03964,Smed_2636
ruvB,Smed_2637
ruvA,Smed_2638
ruvC,Smed_2639
SMc03968,Smed_2640
SMc03969,Smed_2641
SMc03970,Smed_2642
mexF2,Smed_2643
mexE2,Smed_2644
SMc03973,Smed_2645
SMc03974,Smed_2646
SMc03975,Smed_2647
SMc03976,Smed_2648
SMc03977,Smed_2649
tkt2,Smed_2650
gap,Smed_2651
SMc03980,Smed_2652
pgk,Smed_2653
TRm5,noHit
fbaB,Smed_2654
SMc03984,Smed_2655
cyaF2,Smed_2656
SMc03986,Smed_2657
SMc03987,Smed_2658
SMc03988,Smed_2659
SMc03989,Smed_2660
rpmE,Smed_2661
SMc03991,Smed_2662
SMc03992,Smed_2663
SMc03993,Smed_2664
suhB,Smed_2665
SMc03995,Smed_2666
thiE2,Smed_2667
SMc03997,Smed_2668
SMc03998,Smed_2669
SMc03999,Smed_2670
SMc04000,Smed_2671
purE,Smed_2672
purK,Smed_2673
rpmJ,Smed_2674
SMc04004,Smed_2675
pykA,Smed_2676
SMc04006,Smed_2677
SMc04007,Smed_2678
SMc04008,Smed_2679
SMc04009,Smed_2680
SMc04010,Smed_2682
tacA,Smed_2683
pepF,Smed_2684
pabB,Smed_2685
SMc04014,Smed_2686
SMc04015,Smed_2687
hss,Smed_2688
omp10,Smed_2689
SMc04018,Smed_2690
hemH,Smed_2691
SMc04020,Smed_2704
SMc04021,Smed_2705
SMc04022,Smed_2706
exoN2,Smed_2707
SMc04024,Smed_2708
SMc04025,Smed_2709
gltD,Smed_2710
gltB,Smed_2711
SMc04029,Smed_2712
SMc04030,Smed_2714
pip2,noHit
SMc04032,noHit
pip3,noHit
SMc04034,noHit
SMc04035,noHit
SMc04036,noHit
SMc04037,noHit
TRm17N,noHit
TRm17C,noHit
ibpA,Smed_2715
pldB,Smed_2716
SMc04042,Smed_2717
SMc04043,Smed_2718
SMc04044,Smed_2719
ilvD2,Smed_2723
SMc04046,Smed_2724
azu2,Smed_2726
SMc04048,Smed_2727
SMc04049,Smed_2728
SMc04050,Smed_2729
rpoE4,Smed_2730
SMc04052,Smed_2731
SMc04053,Smed_2732
SMc04054,Smed_2733
SMc04055,Smed_2734
SMc04056,Smed_2735
SMc04057,Smed_2736
SMc04058,Smed_2737
SMc04059,Smed_2738
glgP,Smed_2739
glgB1,Smed_2740
glgC,Smed_2741
glgA1,Smed_2742
pgm,Smed_2743
glgX1,Smed_2744
nodN2,Smed_2745
SMc03928,Smed_2746
SMc03929,Smed_2747
soxG2,Smed_2749
soxA2,Smed_2750
soxD2,Smed_2751
soxB2,Smed_2752
rpsU2,Smed_2753
SMc03935,Smed_2754
SMc03936,Smed_2755
cyaG1,Smed_2756
pntB,Smed_2757
pntAb,Smed_2758
pntAa,Smed_2759
SMc03941,Smed_2760
SMc03942,Smed_2761
SMc03943,Smed_2762
SMc04462,Smed_2763
pckR,Smed_2764
SMc02976,Smed_2765
SMc02977,Smed_2766
SMc02978,Smed_2767
SMc02979,Smed_2768
SMc02980,Smed_2769
SMc02981,Smed_2770
SMc02982,Smed_2771
SMc02983,Smed_2772
SMc02984,Smed_2773
SMc02985,Smed_2774
SMc02986,Smed_2775
SMc02987,noHit
SMc02988,noHit
SMc02989,Smed_2776
SMc03151,Smed_2777
SMc03152,Smed_2778
eda2,Smed_2779
SMc03154,Smed_2780
SMc03155,Smed_2781
SMc03156,Smed_2782
metQ,Smed_2783
metI,Smed_2784
metN,Smed_2785
SMc03160,Smed_2786
SMc03161,Smed_2787
SMc03162,Smed_2788
xylA,Smed_2789
xylB,Smed_2791
SMc03165,Smed_2792
SMc03166,noHit
SMc03167,Smed_2794
SMc03168,Smed_2795
SMc03169,Smed_2796
SMc03170,Smed_2797
SMc03171,Smed_2798
gltX,Smed_2799
lysS,Smed_2800
SMc03174,Smed_2801
SMc03175,Smed_2802
SMc03176,Smed_2803
SMc03177,Smed_2804
SMc03178,Smed_2805
phaA1,Smed_2806
phaC1,Smed_2807
phaD1,Smed_2808
phaE1,Smed_2809
phaF1,Smed_2810
phaG1,Smed_2811
SMc03185,noHit
SMc03186,noHit
cobM,Smed_2812
cobL,Smed_2813
cobK,Smed_2814
cobJ,Smed_2815
cobI,Smed_2816
cobH,Smed_2817
cobG,Smed_2818
cobF,Smed_2819
ung,Smed_2820
modA,Smed_2821
modB,Smed_2822
modC,Smed_2823
SMc03199,Smed_2824
SMc03200,Smed_2825
bkdAa,Smed_2826
bkdAb,Smed_2827
bkdB,Smed_2828
lpdA3,Smed_2829
purU1,Smed_2830
maiA,Smed_2831
SMc03207,Smed_2832
hmgA,Smed_2833
SMc03209,Smed_2834
SMc03210,Smed_2835
SMc03211,Smed_2836
SMc03150,Smed_2837
SMc03149,Smed_2838
SMc03148,noHit
SMc03147,noHit
SMc03146,noHit
SMc03145,Smed_2839
SMc03144,Smed_2840
SMc03143,Smed_2841
SMc03142,noHit
SMc03141,noHit
SMc03140,Smed_2843
SMc03139,Smed_2844
SMc03138,Smed_2845
SMc03137,noHit
SMc03136,noHit
SMc03135,Smed_2846
SMc03134,Smed_2847
SMc03133,Smed_2848
SMc03132,Smed_2849
SMc03131,Smed_2850
SMc03130,Smed_2851
SMc03129,Smed_2852
SMc03128,Smed_2853
SMc03127,Smed_2854
SMc03126,Smed_2855
SMc03125,Smed_2856
SMc03124,Smed_2857
SMc03123,Smed_2858
SMc03122,Smed_2863
SMc03121,Smed_2864
SMc03120,Smed_2865
SMc03119,Smed_2866
SMc03118,Smed_2867
SMc03117,Smed_2868
SMc03116,Smed_2869
TRm5C,noHit
TRm3,Smed_6034
TRm5N,noHit
metH,Smed_2870
pmi,Smed_2871
SMc03110,Smed_2872
mak,Smed_2873
SMc03108,Smed_5060
SMc03107,noHit
SMc03106,Smed_2878
dxr,Smed_2879
hemA,Smed_2880
SMc03103,Smed_2881
SMc03102,Smed_2882
SMc03101,Smed_2883
SMc03100,Smed_2884
cyaF1,Smed_2885
SMc03098,Smed_2886
SMc03097,Smed_2887
SMc03096,Smed_2888
SMc03095,noHit
SMc03094,noHit
SMc03093,Smed_2889
SMc03092,Smed_2890
argI1,Smed_2891
cheW3,Smed_2892
TRm11b,Smed_1104
TRm11a,noHit
mcpY,Smed_2893
fdsD,Smed_2895
fdsC,Smed_2896
fdsA,Smed_2897
fdsB,Smed_2898
fdsG,Smed_2899
SMc02523,Smed_2900
SMc02522,Smed_2901
glpR,Smed_2902
glpD,Smed_2903
SMc02519,Smed_2904
SMc02518,Smed_2905
SMc02517,Smed_2906
SMc02516,Smed_2907
SMc02515,Smed_2908
SMc02514,Smed_2909
SMc02513,noHit
SMc02512,Smed_2911
SMc02511,Smed_2912
fur,Smed_2913
sitA,Smed_2914
sitB,Smed_2915
sitC,Smed_2916
sitD,Smed_2917
SMc02505,Smed_2918
SMc02504,Smed_2919
SMc02503,Smed_2920
atpC,Smed_2921
atpD,Smed_2922
atpG,Smed_2923
atpA,Smed_2924
atpH,Smed_2925
SMc02497,Smed_2926
priA,Smed_2927
tal,Smed_2928
SMc02494,Smed_2929
SMc02493,noHit
SMc02492,Smed_2930
SMc02491,Smed_2931
SMc02490,Smed_2932
SMc02489,Smed_2933
SMc02488,Smed_2934
lpdA2,Smed_2936
SMc02486,Smed_2937
SMc02485,Smed_2938
SMc02484,Smed_2939
sucB,Smed_2940
sucA,Smed_2941
sucD,Smed_2942
sucC,Smed_2943
mdh,Smed_2944
SMc02478,Smed_2945
SMc02477,Smed_5479
SMc02476,Smed_5480
SMc02475,Smed_2946
SMc02474,Smed_2947
SMc02473,Smed_2948
SMc02472,Smed_2949
SMc02471,Smed_2950
SMc02470,Smed_2951
SMc02469,Smed_2952
SMc02468,Smed_2953
msrA2,Smed_2955
sdhB,Smed_2956
sdhA,Smed_2957
sdhD,Smed_2958
sdhC,Smed_2959
SMc03225,Smed_2960
SMc03226,Smed_2961
SMc03227,Smed_2962
SMc03228,Smed_2963
gpsA,Smed_2964
gcp,Smed_2965
hemC,Smed_2966
hemD,Smed_2967
SMc03233,Smed_2968
SMc03234,Smed_2969
SMc03235,Smed_2970
SMc03236,Smed_2971
SMc03237,Smed_2972
SMc03238,Smed_2973
ppa,Smed_2974
SMc03240,noHit
SMc03241,Smed_2975
typA,Smed_2976
SMc03243,Smed_2977
SMc03244,noHit
SMc03245,Smed_2984
SMc03746,Smed_2985
SMc03747,Smed_2986
SMc03748,noHit
TRm11b,Smed_1104
TRm11a,noHit
SMc03246,Smed_1348
SMc03247,noHit
SMc03248,Smed_6125
SMc03249,noHit
SMc03751,Smed_6339
SMc03250,Smed_6338
SMc03251,noHit
proB2,noHit
SMc03253,noHit
fixT3,noHit
SMc03256,noHit
TRm18,Smed_5048
SMc03258,noHit
SMc03259,noHit
TRm17,noHit
SMc03262,noHit
SMc03263,noHit
SMc03264,noHit
SMc03265,noHit
SMc03267,noHit
SMc03268,noHit
SMc03269,noHit
SMc03754,noHit
SMc03272,noHit
SMc03277,noHit
TRm28.1,Smed_1220
TRm28.2,Smed_1221
ISRm28.3,Smed_1222
TRm27.2,Smed_1705
TRm27.1,noHit
TRm18,Smed_5048
SMc03284,noHit
SMc03285,noHit
SMc03286,noHit
SMc03287,noHit
SMc03288,noHit
SMc03289,noHit
SMc03290,noHit
SMc04428,noHit
SMc03293,noHit
SMc03294,noHit
TRm1a,Smed_5766
TRm1b,noHit
SMc03297,noHit
TRm26.3,Smed_6199
TRm26.2,Smed_6198
TRm26.1,Smed_6197
SMc03761,noHit
SMc03762,noHit
SMc03763,noHit
vsr,noHit
SMc03765,noHit
SMc03766,noHit
aslB,noHit
SMc03768,noHit
SMc03769,noHit
rplU,Smed_3005
rpmA,Smed_3006
SMc03773,Smed_3007
SMc03774,Smed_3008
cgtA,Smed_3009
proB1,Smed_3010
proA,Smed_3011
nadD,Smed_3012
SMc03780,Smed_3013
SMc03781,Smed_3014
SMc03782,Smed_3015
ctpA,Smed_3016
SMc03784,Smed_3017
ialA,Smed_3018
bfr,Smed_3019
SMc03787,Smed_3020
dnaE2,Smed_3021
imuB,Smed_3022
SMc03790,Smed_3023
SMc03791,Smed_3024
SMc03792,Smed_3025
citE,Smed_3026
SMc03794,Smed_3027
leuD,Smed_3028
SMc03796,Smed_3029
metA,Smed_3030
galM,Smed_3031
SMc03799,noHit
SMc03800,Smed_3044
SMc03801,Smed_3045
SMc03802,Smed_3046
SMc03803,Smed_3047
ubiH,Smed_3048
tesB,Smed_3049
glnK,Smed_3050
amtB,Smed_3051
ftsK,Smed_3052
SMc03809,Smed_3053
SMc03810,noHit
SMc03811,noHit
SMc03812,noHit
SMc03813,noHit
SMc03814,noHit
SMc03815,noHit
SMc03816,noHit
SMc03817,noHit
xthA3,Smed_3054
SMc03819,Smed_3055
SMc03820,Smed_3056
SMc03821,Smed_3057
SMc03822,Smed_3058
leuC,Smed_3059
SMc03824,Smed_3061
SMc03825,Smed_3062
argG,Smed_3063
SMc03827,Smed_3064
SMc03828,Smed_3065
SMc03829,Smed_3066
SMc03830,Smed_3067
SMc03831,Smed_3068
SMc03832,Smed_3069
SMc03833,Smed_3070
pcbD,Smed_3071
ligT,Smed_3072
SMc03836,Smed_3073
SMc03837,Smed_3074
SMc03838,Smed_3075
SMc03839,Smed_3076
SMc03840,Smed_3077
clpP3,Smed_3078
SMc03842,Smed_3079
SMc03843,Smed_3080
SMc03844,Smed_3081
SMc03845,Smed_3082
acnA,Smed_3083
ccmA,Smed_3084
ccmB,Smed_3085
ccmC,Smed_3086
ccmD,Smed_3087
ccmG,Smed_3088
SMc03852,Smed_3089
ispZ,Smed_3090
ftsY,Smed_3091
SMc03855,Smed_3092
dapF,Smed_3093
ffh,Smed_3095
pheAa,Smed_3096
rpsP,Smed_3097
rimM,Smed_3098
trmD,Smed_3099
SMc03862,Smed_3100
rplS,Smed_3101
SMc03864,Smed_3102
SMc03865,Smed_3103
SMc03866,Smed_3104
SMc03867,Smed_3105
SMc03868,Smed_3106
thiB,Smed_3107
thiP,Smed_3108
thiQ,Smed_3109
SMc03872,Smed_3110
rpoH2,Smed_3111
SMc03874,Smed_3112
SMc03875,Smed_3113
SMc03876,Smed_3114
SMc03877,Smed_3115
phbB,Smed_3116
phbA,Smed_3117
SMc03880,Smed_3118
rpmF,Smed_3119
gst8,Smed_3120
mtgA,Smed_3121
ispA,Smed_3122
hisC2,Smed_3123
TRm21,noHit
SMc03887,Smed_4166
ispG,Smed_3133
SMc03889,Smed_3134
SMc03890,Smed_3135
SMc03891,Smed_3136
TRm21,noHit
SMc03893,Smed_3137
SMc03894,Smed_3138
pyc,Smed_3139
SMc03896,Smed_3140
TRm1b,noHit
TRm1a,Smed_5766
SMc03899,noHit
ndvA,Smed_3142
SMc03901,noHit
opgC,Smed_3154
ndvB,Smed_3155
SMc04882,Smed_3156
SMc04383,Smed_3157
SMc04384,Smed_3158
SMc04385,Smed_3159
aatB,Smed_3160
SMc04387,Smed_3161
SMc04388,Smed_3162
ttuD1,Smed_3163
SMc04390,Smed_3164
SMc04391,Smed_3165
SMc04392,Smed_3166
SMc04393,Smed_3167
SMc04394,Smed_3168
SMc04395,Smed_3169
SMc04396,Smed_3170
SMc04397,Smed_3171
SMc04398,Smed_3172
SMc04399,Smed_3173
afr,Smed_3174
SMc04401,Smed_3175
SMc04402,Smed_3176
dcp,Smed_3177
SMc04404,noHit
leuB,Smed_3178
SMc04406,Smed_3179
SMc04407,Smed_3180
SMc04881,noHit
SMc04408,noHit
SMc04409,Smed_3181
asd,Smed_3182
SMc04411,Smed_3183
cynT,Smed_3185
pdxK,Smed_3186
SMc04085,Smed_3187
SMc04087,Smed_3188
purH,Smed_3189
SMc04089,Smed_3190
sun,Smed_3191
htpX,Smed_3192
SMc04092,Smed_3193
acsA1,Smed_3194
SMc04094,Smed_3195
SMc04095,Smed_3196
SMc02812,Smed_3197
leuS,Smed_3198
SMc02803,Smed_3199
SMc02802,Smed_3200
parB,Smed_3201
parA,Smed_3202
gidB,Smed_3203
gidA,Smed_3204
thdF,Smed_3205
rho,Smed_3206
SMc02795,Smed_3207
hemE,Smed_3208
lacE,Smed_4136
lacF,Smed_4135
lacG,Smed_4134
lacZ1,Smed_4133
lacK1,Smed_4132
SM_b20003,Smed_4127
gstR,Smed_4126
gst15,Smed_4125
SM_b20006,Smed_4124
katC,Smed_4123
SM_b20008,Smed_4122
SM_b20009,Smed_6318
SM_b20010,noHit
SM_b20011,Smed_4121
SM_b20012,Smed_4120
SM_b20013,Smed_4117
SM_b20014,Smed_4116
SM_b20015,Smed_4115
SM_b20016,Smed_4114
SM_b20017,Smed_4113
SM_b20018,Smed_4112
sucB,Smed_4111
pdh,Smed_4110
SM_b20021,Smed_4109
SM_b20022,Smed_4107
SM_b20023,Smed_4106
SM_b20024,Smed_4105
SM_b20025,Smed_4104
SM_b20026,Smed_4103
SM_b20027,Smed_4102
SM_b20028,Smed_3872
SM_b20029,Smed_4099
rpoE9,Smed_4098
SM_b20031,noHit
SM_b20032,noHit
SM_b20033,Smed_5697
SM_b20034,noHit
SM_b20035,noHit
SM_b20036,noHit
aroE2,Smed_5698
SM_b20038,noHit
SM_b20039,Smed_4096
SM_b20040,Smed_4095
SM_b20041,Smed_4094
SM_b20042,Smed_4093
SM_b20043,Smed_4092
repC1,Smed_4091
repB1,Smed_4090
repA1,Smed_4089
SM_b20047,Smed_4088
SM_b20048,Smed_4087
fusA2,Smed_4086
SM_b20050,noHit
cpo,Smed_4084
SM_b20055,Smed_4083
btuF,Smed_4081
btuC,Smed_4080
btuD,Smed_4079
SM_b20059,Smed_4078
TRm5,noHit
SM_b20061,noHit
SM_b20062,noHit
SM_b20063,noHit
SM_b20064,noHit
SM_b20065,Smed_4074
SM_b20066,Smed_4071
SM_b20067,noHit
SM_b20068,Smed_4069
SM_b20069,Smed_5157
SM_b20070,Smed_4067
SM_b20071,Smed_4066
SM_b20072,Smed_4065
SM_b20073,Smed_4064
SM_b20074,Smed_4063
SM_b20075,Smed_4062
SM_b20076,Smed_4061
SM_b20077,Smed_4060
SM_b20078,Smed_4059
SM_b20079,Smed_4058
SM_b20080,Smed_4057
SM_b20081,Smed_4056
SM_b20082,Smed_4055
SM_b20083,Smed_4054
SM_b20084,Smed_4051
SM_b20085,noHit
SM_b20086,noHit
SM_b20087,noHit
SM_b20088,Smed_4048
SM_b20089,Smed_4047
SM_b20090,noHit
SM_b20091,Smed_4046
SM_b20092,Smed_4045
SM_b20093,Smed_4044
SM_b20094,Smed_4043
SM_b20095,Smed_4042
SM_b20096,Smed_4041
SM_b20097,Smed_4040
SM_b20098,Smed_4039
SM_b20099,Smed_4038
SM_b20100,Smed_4037
SM_b20101,Smed_4036
acoR,Smed_4035
SM_b20103,Smed_4033
SM_b20104,noHit
SM_b20105,Smed_4032
SM_b20106,Smed_4031
SM_b20107,Smed_4030
SM_b20108,Smed_4029
SM_b20109,Smed_4028
SM_b20110,Smed_4027
SM_b20111,Smed_4026
SM_b20112,Smed_4025
SM_b20113,Smed_4024
SM_b20114,Smed_4023
ilvD4,Smed_4022
SM_b20116,Smed_4021
SM_b20117,Smed_4020
SM_b20118,noHit
SM_b20119,noHit
SM_b20121,noHit
SM_b20122,noHit
SM_b20123,Smed_4012
SM_b20124,Smed_4011
SM_b20125,Smed_4010
SM_b20126,Smed_4009
SM_b20127,Smed_4008
SM_b20128,Smed_4007
SM_b20129,Smed_4006
SM_b20130,Smed_4005
SM_b20131,Smed_4004
SM_b20132,Smed_4003
SM_b20133,Smed_4002
SM_b20134,Smed_4001
SM_b20135,Smed_4000
SM_b20136,Smed_3999
SM_b20137,Smed_3998
SM_b20138,Smed_3997
SM_b20139,Smed_3995
dapA2,Smed_3989
SM_b20141,Smed_3988
SM_b20142,Smed_3987
SM_b20143,Smed_3986
