SMc02793,Atu0001
SMc04000,Atu3753
purE,purE
purK,purK
rpmJ,rpmJ
SMc04004,Atu3757
pykA,pykA
SMc04006,Atu3761
SMc04007,Atu3760
SMc04008,Atu3759
SMc04009,Atu3758
SMc04010,Atu3763
tacA,Atu3764
pepF,pepF
pabB,pabB
SMc04014,Atu3766
SMc04015,Atu3767
hss,Atu3768
omp10,Atu3769
SMc04018,Atu3770
hemH,hemH
SMc04020,Atu3772
SMc04021,Atu3773
SMc04022,Atu3777
exoN2,galU
SMc04024,mltB
SMc04025,Atu3780
gltD,gltD
gltB,gltB
SMc04029,ald
SMc04030,Atu3888
pip2,noHit
SMc04032,noHit
pip3,noHit
SMc04034,noHit
SMc04035,noHit
SMc04036,noHit
SMc04037,noHit
TRm17N,noHit
TRm17C,noHit
ibpA,hspL
pldB,pldB
SMc04042,Atu3885
SMc04043,Atu3884
SMc04044,Atu3883
ilvD2,ilvD
SMc04046,Atu2404
azu2,noHit
SMc04048,noHit
SMc04049,noHit
SMc04050,noHit
rpoE4,noHit
SMc04052,Atu0852
SMc04053,Atu0854
SMc04054,Atu0855
SMc04055,Atu4591
SMc04056,Atu4590
SMc04057,Atu3866
SMc04058,Atu3867
SMc04059,Atu3868
glgP,glgP
glgB1,glgB
glgC,glgC
glgA1,glgA
pgm,exoC
glgX1,glgX
nodN2,nodN
SMc03928,Atu4071
SMc03929,adhC
soxG2,soxG
soxA2,soxA
soxD2,soxD
soxB2,soxB
rpsU2,rpsU
SMc03935,Atu4063
SMc03936,noHit
cyaG1,noHit
pntB,pntB
pntAb,noHit
pntAa,pntA
SMc03941,Atu8094
SMc03942,noHit
SMc03943,Atu3369
SMc04462,Atu4507
pckR,pckR
SMc02976,Atu4504
SMc02977,Atu4503
SMc02978,cobW
SMc02979,Atu4501
SMc02980,Atu3190
SMc02981,Atu3460
SMc02982,Atu3194
SMc02983,speF
SMc02984,ptxR
SMc02985,Atu4499
SMc02986,Atu4498
SMc02987,noHit
SMc02988,noHit
SMc02989,Atu4497
SMc03151,Atu4496
SMc03152,Atu4495
eda2,kdgA
SMc03154,Atu4493
SMc03155,Atu4492
SMc03156,Atu4491
metQ,Atu4489
metI,Atu4488
metN,Atu4487
SMc03160,bgl
SMc03161,Atu3234
SMc03162,Atu3235
xylA,xylA
xylB,xylB
SMc03165,Atu4481
SMc03166,noHit
SMc03167,emrB
SMc03168,emrA
SMc03169,Atu4477
SMc03170,Atu4521
SMc03171,Atu4476
gltX,gltX
lysS,lysS
SMc03174,Atu4472
SMc03175,iunH
SMc03176,Atu0839
SMc03177,Atu0840
SMc03178,noHit
phaA1,phaA
phaC1,phaC
phaD1,phaD
phaE1,phaE
phaF1,phaF
phaG1,phaG
SMc03185,noHit
SMc03186,noHit
cobM,cobM
cobL,cobL
cobK,cobK
cobJ,cobJ
cobI,cobI
cobH,cbiC
cobG,cobG
cobF,noHit
ung,Atu2455
modA,modA
modB,modB
modC,modC
SMc03199,modE
SMc03200,Atu3050
bkdAa,bkdA1
bkdAb,bkdA2
bkdB,bkdB
lpdA3,noHit
purU1,noHit
maiA,noHit
SMc03207,noHit
hmgA,noHit
SMc03209,noHit
SMc03210,noHit
SMc03211,noHit
SMc03150,Atu3318
SMc03149,noHit
SMc03148,Atu3321
SMc03147,Atu3322
SMc03146,Atu3323
SMc03145,Atu3324
SMc03144,noHit
SMc03143,Atu3206
SMc03142,noHit
SMc03141,noHit
SMc03140,noHit
SMc03139,noHit
SMc03138,noHit
SMc03137,noHit
SMc03136,noHit
SMc03135,noHit
SMc03134,Atu4150
SMc03133,noHit
SMc03132,noHit
SMc03131,noHit
SMc03130,Atu3565
SMc03129,noHit
SMc03128,accE
SMc03127,accD
SMc03126,noHit
SMc03125,noHit
SMc03124,accA
SMc03123,noHit
SMc03122,Atu4122
SMc03121,Atu4123
SMc03120,Atu4124
SMc03119,Atu4125
SMc03118,Atu4126
SMc03117,Atu4127
SMc03116,Atu4128
TRm5C,noHit
TRm3,noHit
TRm5N,noHit
metH,metH
pmi,Atu3311
SMc03110,noHit
mak,noHit
SMc03108,noHit
SMc03107,noHit
SMc03106,noHit
dxr,dxr
hemA,hemA
SMc03103,noHit
SMc03102,noHit
SMc03101,noHit
SMc03100,Atu2614
cyaF1,noHit
SMc03098,noHit
SMc03097,Atu2615
SMc03096,noHit
SMc03095,noHit
SMc03094,noHit
SMc03093,noHit
SMc03092,Atu4006
argI1,arcA
cheW3,cheW
TRm11b,noHit
TRm11a,noHit
mcpY,mcpA
fdsD,fdsD
fdsC,fdhD
fdsA,fdhF
fdsB,nuoF
fdsG,nuoE
SMc02523,Atu4705
SMc02522,noHit
glpR,glpR
glpD,glpD
SMc02519,Atu3896
SMc02518,Atu3895
SMc02517,Atu3894
SMc02516,Atu3893
SMc02515,Atu3892
SMc02514,Atu3891
SMc02513,noHit
SMc02512,noHit
SMc02511,Atu2334
fur,fur
sitA,sitA
sitB,sitB
sitC,sitC
sitD,sitD
SMc02505,noHit
SMc02504,Atu0947
SMc02503,Atu0946
atpC,atpC
atpD,atpD
atpG,atpG
atpA,atpA
atpH,atpH
SMc02497,Atu2626
priA,priA
tal,noHit
SMc02494,noHit
SMc02493,noHit
SMc02492,noHit
SMc02491,noHit
SMc02490,noHit
SMc02489,xerC
SMc02488,Atu2629
lpdA2,lpdA
SMc02486,Atu4877
SMc02485,noHit
SMc02484,Atu2633
sucB,sucB
sucA,sucA
sucD,sucD
sucC,sucC
mdh,Atu2639
SMc02478,Atu2640
SMc02477,noHit
SMc02476,noHit
SMc02475,Atu2641
SMc02474,Atu3236
SMc02473,Atu3237
SMc02472,Atu3238
SMc02471,Atu3239
SMc02470,Atu3240
SMc02469,Atu3241
SMc02468,Atu3242
msrA2,noHit
sdhB,sdhB
sdhA,sdhA
sdhD,sdhD
sdhC,sdhC
SMc03225,noHit
SMc03226,Atu2647
SMc03227,Atu2648
SMc03228,Atu2649
gpsA,gpsA
gcp,gcp
hemC,hemC
hemD,hem4
SMc03233,noHit
SMc03234,Atu2656
SMc03235,Atu2657
SMc03236,guaA
SMc03237,Atu2659
SMc03238,noHit
ppa,ppa
SMc03240,noHit
SMc03241,Atu2662
typA,typA
SMc03243,noHit
SMc03244,noHit
SMc03245,gatA
SMc03746,noHit
SMc03747,noHit
SMc03748,noHit
TRm11b,noHit
TRm11a,noHit
SMc03246,int
SMc03247,noHit
SMc03248,tnp
SMc03249,Atu4603
SMc03751,noHit
SMc03250,noHit
SMc03251,noHit
proB2,noHit
SMc03253,noHit
fixT3,noHit
SMc03256,noHit
TRm18,noHit
SMc03258,Atu0791
SMc03259,noHit
TRm17,noHit
SMc03262,noHit
SMc03263,noHit
SMc03264,noHit
SMc03265,noHit
SMc03267,noHit
SMc03268,Atu3262
SMc03269,noHit
SMc03754,Atu3268
SMc03272,Atu3267
SMc03277,noHit
TRm28.1,noHit
TRm28.2,noHit
ISRm28.3,noHit
TRm27.2,istB
TRm27.1,noHit
TRm18,noHit
SMc03284,noHit
SMc03285,noHit
SMc03286,noHit
SMc03287,noHit
SMc03288,noHit
SMc03289,noHit
SMc03290,noHit
SMc04428,noHit
SMc03293,noHit
SMc03294,noHit
TRm1a,Atu4602
TRm1b,noHit
SMc03297,noHit
TRm26.3,noHit
TRm26.2,Atu5367
TRm26.1,Atu5366
SMc03761,noHit
SMc03762,noHit
SMc03763,noHit
vsr,noHit
SMc03765,noHit
SMc03766,noHit
aslB,noHit
SMc03768,noHit
SMc03769,noHit
rplU,rplU
rpmA,rpmA
SMc03773,Atu2783
SMc03774,Atu2782
cgtA,cgtA
proB1,proB
proA,proA
nadD,nadD
SMc03780,Atu2777
SMc03781,Atu2776
SMc03782,Atu2775
ctpA,Atu2774
SMc03784,Atu2773
ialA,ialA
bfr,bfr
SMc03787,noHit
dnaE2,noHit
imuB,noHit
SMc03790,noHit
SMc03791,Atu2786
SMc03792,Atu2787
citE,citE
SMc03794,Atu2789
leuD,leuD
SMc03796,noHit
metA,metA
galM,Atu2719
SMc03799,noHit
SMc03800,Atu3699
SMc03801,Atu3698
SMc03802,lonD
SMc03803,Atu3696
ubiH,Atu2755
tesB,tesB
glnK,glnK
amtB,amtB
ftsK,ftsK1
SMc03809,Atu2760
SMc03810,noHit
SMc03811,noHit
SMc03812,noHit
SMc03813,noHit
SMc03814,noHit
SMc03815,Atu3064
SMc03816,noHit
SMc03817,noHit
xthA3,Atu2761
SMc03819,Atu2762
SMc03820,mtrA
SMc03821,Atu2764
SMc03822,noHit
leuC,leuC
SMc03824,Atu2665
SMc03825,Atu2666
argG,argG
SMc03827,Atu2669
SMc03828,Atu2670
SMc03829,Atu2671
SMc03830,Atu2672
SMc03831,Atu2673
SMc03832,Atu8182
SMc03833,Atu2675
pcbD,Atu2676
ligT,ligT
SMc03836,Atu2679
SMc03837,Atu2680
SMc03838,Atu2681
SMc03839,Atu2682
SMc03840,Atu0874
clpP3,clpP
SMc03842,Atu1628
SMc03843,Atu1629
SMc03844,Atu2683
SMc03845,Atu2684
acnA,acnA
ccmA,ccmA
ccmB,ccmB
ccmC,ccmC
ccmD,Atu2689
ccmG,ccmG
SMc03852,Atu8092
ispZ,ispZ
ftsY,fstY
SMc03855,Atu2694
dapF,dapF
ffh,ffh
pheAa,tyrA
rpsP,rpsP
rimM,rimM
trmD,trmD
SMc03862,Atu2702
rplS,rplS
SMc03864,noHit
SMc03865,noHit
SMc03866,Atu2716
SMc03867,Atu2717
SMc03868,noHit
thiB,thiB
thiP,thiP
thiQ,thiQ
SMc03872,Atu2710
rpoH2,noHit
SMc03874,Atu2765
SMc03875,fdxA
SMc03876,Atu2752
SMc03877,mgpS
phbB,phbB
phbA,phbA
SMc03880,Atu2768
rpmF,rpmF
gst8,Atu1394
mtgA,mtgA
ispA,ispA
hisC2,noHit
TRm21,noHit
SMc03887,Atu4268
ispG,gcpE
SMc03889,Atu2724
SMc03890,Atu2725
SMc03891,noHit
TRm21,noHit
SMc03893,Atu4234
SMc03894,noHit
pyc,pycA
SMc03896,Atu2727
TRm1b,noHit
TRm1a,Atu4602
SMc03899,noHit
ndvA,chvA
SMc03901,noHit
opgC,noHit
ndvB,chvB
SMc04882,gcvA
SMc04383,noHit
SMc04384,noHit
SMc04385,Atu4153
aatB,noHit
SMc04387,Atu3328
SMc04388,bioA
ttuD1,Atu5334
SMc04390,noHit
SMc04391,noHit
SMc04392,Atu4296
SMc04393,noHit
SMc04394,noHit
SMc04395,noHit
SMc04396,noHit
SMc04397,dhaL
SMc04398,noHit
SMc04399,noHit
afr,noHit
SMc04401,noHit
SMc04402,noHit
dcp,dcp
SMc04404,noHit
leuB,leuB
SMc04406,Atu2611
SMc04407,mtbA
SMc04881,noHit
SMc04408,noHit
SMc04409,noHit
asd,asd
SMc04411,Atu2489
cynT,cah
pdxK,pdxK
SMc04085,gdh
SMc04087,Atu2767
purH,purH
SMc04089,Atu2824
sun,sun
htpX,htpx
SMc04092,Atu2827
acsA1,acs
SMc04094,Atu2746
SMc04095,noHit
SMc02812,Atu2747
leuS,leuS
SMc02803,Atu2749
SMc02802,Atu2750
parB,parB1
parA,parA
gidB,gidB
gidA,gidA
thdF,thdF
rho,rho
SMc02795,Atu2834
hemE,hemE
lacE,Atu3151
lacF,Atu3150
lacG,noHit
lacZ1,noHit
lacK1,Atu3148
SM_b20003,proC
gstR,Atu5546
gst15,noHit
SM_b20006,noHit
katC,catE
SM_b20008,noHit
SM_b20009,noHit
SM_b20010,noHit
SM_b20011,noHit
SM_b20012,noHit
SM_b20013,noHit
SM_b20014,cytR
SM_b20015,rbsC
SM_b20016,Atu4371
SM_b20017,Atu4370
SM_b20018,rbsB
sucB,sucB
pdh,noHit
SM_b20021,noHit
SM_b20022,noHit
SM_b20023,noHit
SM_b20024,noHit
SM_b20025,noHit
SM_b20026,Atu0117
SM_b20027,Atu0118
SM_b20028,noHit
SM_b20029,noHit
rpoE9,noHit
SM_b20031,noHit
SM_b20032,noHit
SM_b20033,Atu4530
SM_b20034,noHit
SM_b20035,noHit
SM_b20036,noHit
aroE2,aroE
SM_b20038,noHit
SM_b20039,Atu0235
SM_b20040,Atu0234
SM_b20041,Atu1460
SM_b20042,Atu6047
SM_b20043,noHit
repC1,repC
repB1,repB
repA1,repA
SM_b20047,noHit
SM_b20048,hutC
fusA2,noHit
SM_b20050,Atu8032
cpo,cpoF
SM_b20055,Atu3462
btuF,Atu3396
btuC,Atu3395
btuD,fecE
SM_b20059,noHit
TRm5,noHit
SM_b20061,noHit
SM_b20062,noHit
SM_b20063,noHit
SM_b20064,noHit
SM_b20065,noHit
SM_b20066,noHit
SM_b20067,Atu4141
SM_b20068,noHit
SM_b20069,noHit
SM_b20070,Atu1156
SM_b20071,Atu4292
SM_b20072,noHit
SM_b20073,Atu5276
SM_b20074,noHit
SM_b20075,noHit
SM_b20076,noHit
SM_b20077,noHit
SM_b20078,noHit
SM_b20079,noHit
SM_b20080,fdhA
SM_b20081,noHit
SM_b20082,noHit
SM_b20083,noHit
SM_b20084,Atu4467
SM_b20085,noHit
SM_b20086,noHit
SM_b20087,noHit
SM_b20088,noHit
SM_b20089,noHit
SM_b20090,noHit
SM_b20091,noHit
SM_b20092,noHit
SM_b20093,noHit
SM_b20094,noHit
SM_b20095,noHit
SM_b20096,noHit
SM_b20097,noHit
SM_b20098,noHit
SM_b20099,noHit
SM_b20100,noHit
SM_b20101,Atu2734
acoR,acoR
SM_b20103,Atu4739
SM_b20104,noHit
SM_b20105,noHit
SM_b20106,noHit
SM_b20107,noHit
SM_b20108,noHit
SM_b20109,noHit
SM_b20110,noHit
SM_b20111,noHit
SM_b20112,noHit
SM_b20113,noHit
SM_b20114,Atu3973
ilvD4,ilvD
SM_b20116,noHit
SM_b20117,noHit
SM_b20118,noHit
SM_b20119,noHit
SM_b20121,noHit
SM_b20122,noHit
SM_b20123,Atu4264
SM_b20124,noHit
SM_b20125,noHit
SM_b20126,noHit
SM_b20127,noHit
SM_b20128,noHit
SM_b20129,noHit
SM_b20130,noHit
SM_b20131,noHit
SM_b20132,noHit
SM_b20133,noHit
SM_b20134,noHit
SM_b20135,noHit
SM_b20136,noHit
SM_b20137,noHit
SM_b20138,noHit
SM_b20139,noHit
dapA2,dapA
SM_b20141,Atu5068
SM_b20142,Atu5069
SM_b20143,Atu5070
SM_b20144,dppA
SM_b20145,Atu5072
pdxA2,pdxA
SM_b20147,attL
SM_b20148,pdhR
SM_b20149,Atu5076
SM_b20150,noHit
SM_b20151,noHit
SM_b20152,Atu4354
SM_b20153,noHit
SM_b20154,noHit
SM_b20155,noHit
SM_b20156,noHit
SM_b20157,noHit
SM_b20158,noHit
SM_b20159,noHit
SM_b20160,noHit
SM_b20161,noHit
SM_b20162,noHit
SM_b20163,noHit
SM_b20164,noHit
SM_b20165,noHit
SM_b20166,noHit
SM_b20167,noHit
SM_b20168,noHit
SM_b20169,noHit
fdh,noHit
SM_b20171,noHit
SM_b20172,cy2
SM_b20173,noHit
SM_b20174,noHit
SM_b20175,noHit
SM_b20176,noHit
SM_b20177,noHit
SM_b20178,noHit
SM_b20179,noHit
SM_b20180,noHit
SM_b20181,noHit
SM_b20182,noHit
SM_b20183,noHit
SM_b20184,noHit
SM_b20185,noHit
SM_b20186,noHit
SM_b20194,noHit
ppe,noHit
cbbX,noHit
cbbS,noHit
cbbL,noHit
cbbA,noHit
cbbT,noHit
cbbP,noHit
cbbF,noHit
cbbR,noHit
pqqA,noHit
pqqB,noHit
pqqC,noHit
pqqD,noHit
pqqE,noHit
SM_b20209,noHit
SM_b20210,noHit
SM_b20211,noHit
SM_b20212,noHit
SM_b20213,noHit
SM_b20214,Atu5444
SM_b20215,noHit
SM_b20216,noHit
SM_b20217,noHit
SM_b20218,noHit
SM_b20219,virG
SM_b20221,noHit
SM_b20222,noHit
smc22-1,noHit
SM_b20226,noHit
ndiA-1,noHit
ndiA-2,noHit
ndiB,noHit
smc22-r,noHit
SM_b20231,noHit
SM_b20232,Atu4251
SM_b20233,Atu4652
SM_b20234,noHit
SM_b20235,noHit
SM_b20236,noHit
SM_b20238,noHit
rmlB,noHit
SM_b20240,noHit
SM_b20241,noHit
SM_b20242,noHit
SM_b20243,noHit
tyv,noHit
SM_b20245,Atu4610
SM_b20246,noHit
SM_b20247,noHit
SM_b20248,noHit
SM_b20249,noHit
SM_b20250,noHit
SM_b20251,noHit
SM_b20252,noHit
SM_b20253,noHit
SM_b20254,noHit
SM_b20255,noHit
SM_b20256,noHit
cyaM,noHit
SM_b20258,Atu4674
SM_b20259,dapA
SM_b20260,noHit
SM_b20261,Atu4676
SM_b20262,Atu3259
SM_b20263,Atu4678
SM_b20264,Atu4679
SM_b20265,Atu4680
SM_b20266,Atu4681
SM_b20267,noHit
SM_b20268,Atu3953
SM_b20269,Atu4683
SM_b20270,Atu4684
SM_b20271,noHit
SM_b20272,noHit
SM_b20273,noHit
SM_b20274,noHit
SM_b20275,noHit
SM_b20276,noHit
SM_b20277,noHit
SM_b20278,Atu5427
SM_b20279,Atu5426
SM_b20280,Atu5424
SM_b20281,potG
SM_b20282,potI
SM_b20283,potH
SM_b20284,potF
SM_b20285,Atu5419
SM_b20286,Atu5418
SM_b20287,noHit
SM_b20288,noHit
SM_b20289,noHit
SM_b20290,noHit
SM_b20291,noHit
SM_b20292,noHit
SM_b20293,noHit
SM_b20294,noHit
SM_b20295,noHit
SM_b20296,noHit
SM_b20297,noHit
SM_b20298,noHit
nanA,noHit
cyaF7,noHit
SM_b20301,gcd
SM_b20302,Atu8158
SM_b20303,noHit
TRm2011-2C,noHit
TRm2011-2,noHit
TRm2011-2N,noHit
SM_b20307,noHit
SM_b20312,noHit
SM_b20313,noHit
SM_b20314,noHit
SM_b20315,ydeZ
SM_b20316,Atu4842
SM_b20317,noHit
SM_b20318,rbsC
SM_b20319,Atu4043
SM_b20320,noHit
SM_b20321,noHit
SM_b20322,noHit
SM_b20323,noHit
thuR,thuR
thuE,thuE
thuF,thuF
thuG,thuG
thuK,thuK
thuA,thuA
thuB,ThuB
SM_b20331,noHit
SM_b20332,noHit
betT,noHit
SM_b20334,noHit
SM_b20335,Atu0397
SM_b20336,noHit
SM_b20337,Atu4317
SM_b20338,Atu4316
SM_b20339,noHit
SM_b20340,noHit
SM_b20341,noHit
SM_b20342,noHit
SM_b20343,noHit
SM_b20344,noHit
SM_b20345,Atu5381
SM_b20346,Atu5382
SM_b20347,Atu5383
SM_b20348,noHit
SM_b20349,noHit
SM_b20350,noHit
SM_b20351,noHit
SM_b20352,rbsC
SM_b20353,noHit
SM_b20354,noHit
SM_b20355,noHit
SM_b20356,noHit
SM_b20357,noHit
cyaL,noHit
SM_b20359,noHit
SM_b20360,noHit
SM_b20361,noHit
SM_b20362,Atu4787
SM_b20363,afuC
SM_b20364,afuB
SM_b20365,afuA
SM_b20366,noHit
SM_b20367,noHit
SM_b20368,noHit
SM_b20369,noHit
SM_b20370,noHit
SM_b20371,noHit
SM_b20372,noHit
SM_b20373,noHit
SM_b20374,noHit
SM_b20375,noHit
SM_b20376,noHit
SM_b20377,noHit
SM_b20378,Atu3498
SM_b20379,Atu3300
SM_b20380,noHit
SM_b20381,noHit
SM_b20382,noHit
SM_b20383,noHit
SM_b20384,noHit
SM_b20385,noHit
SM_b20386,noHit
SM_b20387,noHit
SM_b20388,noHit
SM_b20389,Atu1112
SM_b20390,noHit
SM_b20391,crdS
SM_b20392,noHit
rbcL,noHit
SM_b20394,noHit
SM_b20395,Atu5500
SM_b20396,Atu5499
SM_b20397,Atu5498
SM_b20398,noHit
SM_b20399,Atu0506
SM_b20400,noHit
SM_b20401,noHit
SM_b20402,noHit
SM_b20403,noHit
SM_b20404,noHit
SM_b20405,noHit
hyuA,noHit
hyuB,noHit
SM_b20408,noHit
SM_b20409,noHit
SM_b20410,noHit
SM_b20411,noHit
SM_b20412,noHit
SM_b20413,noHit
SM_b20414,noHit
SM_b20415,noHit
ugpB,ugpB
ugpA,ugpA
ugpE,ugpE
ugpC,ugpC
SM_b20420,gst
TRm21,noHit
SM_b20422,noHit
SM_b20423,bioA
SM_b20424,gabD
SM_b20425,noHit
SM_b20426,Atu4760
ehuA,Atu4752
ehuB,Atu4755
ehuC,Atu4754
ehuD,Atu4753
EutA,noHit
eutB,tdcB
eutC,arcB
eutD,Atu4757
eutE,Atu4756
SM_b20436,noHit
SM_b20441,exuR
SM_b20442,Atu3253
SM_b20443,Atu3254
SM_b20444,Atu3255
SM_b20445,Atu3256
uxuA,uxuA
SM_b20447,noHit
SM_b20448,noHit
SM_b20449,noHit
SM_b20450,noHit
SM_b20451,noHit
SM_b20452,noHit
SM_b20453,noHit
SM_b20454,noHit
SM_b20455,Atu3075
SM_b20456,Atu5185
SM_b20457,noHit
SM_b20458,Atu3316
SM_b20459,galE
SM_b20460,Atu3314
SM_b20461,noHit
SM_b20462,Atu3312
SM_b20463,Atu3313
SM_b20464,noHit
SM_b20465,noHit
SM_b20466,noHit
SM_b20467,noHit
SM_b20468,noHit
SM_b20469,noHit
SM_b20470,noHit
SM_b20471,noHit
SM_b20472,noHit
SM_b20473,noHit
SM_b20474,noHit
SM_b20475,Atu3095
SM_b20476,noHit
SM_b20477,noHit
SM_b20478,noHit
SM_b20479,noHit
SM_b20480,noHit
asnO,noHit
SM_b20482,noHit
SM_b20483,Atu4743
SM_b20484,Atu4744
SM_b20485,Atu4745
SM_b20486,Atu4746
SM_b20487,Atu4747
SM_b20488,Atu4748
SM_b20489,noHit
fucA2,noHit
SM_b20491,Atu5280
SM_b20492,Atu4865
SM_b20493,noHit
SM_b20494,gstR
SM_b20495,noHit
SM_b20496,noHit
lyx,lyxK
SM_b20498,Atu3875
SM_b20499,glpD
SM_b20500,Atu3877
SM_b20501,Atu3878
SM_b20502,Atu3879
SM_b20503,Atu3880
SM_b20504,Atu3881
tfxG,noHit
SM_b20506,rbsC
SM_b20507,noHit
SM_b20508,noHit
SM_b20509,noHit
dgoA,Atu4196
SM_b20511,noHit
SM_b20513,noHit
SM_b20514,noHit
SM_b20515,noHit
SM_b20516,noHit
SM_b20517,noHit
SM_b20518,noHit
SM_b20519,noHit
SM_b20520,noHit
SM_b20521,noHit
SM_b20522,Atu8119
SM_b20523,Atu2691
SM_b20525,noHit
SM_b20527,noHit
SM_b20528,noHit
SM_b20529,noHit
SM_b20530,noHit
rpoE7,sigD
SM_b20532,noHit
SM_b20533,noHit
SM_b20534,Atu3110
SM_b20535,Atu3109
SM_b20536,Atu3108
SM_b20537,Atu3107
SM_b20538,Atu3106
cyaF6,noHit
SM_b20540,noHit
SM_b20541,noHit
SM_b20542,noHit
SM_b20544,noHit
SM_b20543,noHit
SM_b20545,noHit
SM_b20546,noHit
SM_b20547,noHit
SM_b20548,noHit
SM_b20549,noHit
SM_b20550,noHit
SM_b20551,noHit
SM_b20552,noHit
SM_b20553,noHit
SM_b20554,noHit
SM_b20555,noHit
SM_b20556,noHit
SM_b20557,Atu2457
SM_b20558,noHit
SM_b20559,noHit
SM_b20560,noHit
SM_b20561,noHit
SM_b20562,noHit
SM_b20563,noHit
kdsB2,noHit
SM_b20804,noHit
SM_b20805,noHit
SM_b20806,noHit
SM_b20807,noHit
SM_b20808,noHit
kpsF1,noHit
SM_b20810,noHit
SM_b20811,noHit
SM_b20812,noHit
SM_b20813,noHit
SM_b20814,noHit
SM_b20815,noHit
SM_b20816,noHit
SM_b20817,Atu4550
mocD,noHit
mocE,noHit
mocF,noHit
SM_b20821,noHit
rkpT2,noHit
rkpZ2,noHit
SM_b20824,noHit
SM_b20825,noHit
SM_b20826,noHit
SM_b20827,noHit
SM_b20828,noHit
SM_b21663,noHit
SM_b21664,noHit
SM_b21665,noHit
SM_b20829,noHit
kpsF2,kpsF
rkpR,noHit
kpsT,noHit
kpsM,noHit
rkpZ1,noHit
SM_b20835,Atu4856
SM_b20836,noHit
SM_b20837,noHit
SM_b20838,noHit
SM_b20839,noHit
SM_b20840,noHit
SM_b20841,noHit
SM_b20842,noHit
algI,noHit
SM_b21013,noHit
SM_b21014,noHit
SM_b21015,noHit
SM_b21016,noHit
SM_b21017,noHit
SM_b21018,noHit
SM_b21019,noHit
SM_b21021,Atu1904
SM_b21022,noHit
SM_b21023,noHit
SM_b21024,noHit
SM_b21025,noHit
SM_b21026,noHit
SM_b21027,noHit
SM_b21028,noHit
SM_b21029,noHit
SM_b21030,noHit
SM_b21031,noHit
SM_b21032,noHit
SM_b21034,noHit
SM_b21035,noHit
SM_b21036,noHit
SM_b21037,Atu5253
SM_b21038,Atu5254
SM_b21039,Atu5255
SM_b21040,noHit
SM_b21041,noHit
pepT,noHit
SM_b21043,noHit
SM_b21044,noHit
SM_b21695,noHit
SM_b21698,noHit
exoI2,noHit
SM_b21696,Atu5056
SM_b21697,noHit
TRm10-1a,noHit
TRm10-1b-1,noHit
SM_b21045,noHit
TRm10-1b-2,noHit
SM_b21047,noHit
SM_b21048,noHit
SM_b21049,noHit
wzx1,noHit
SM_b21051,noHit
SM_b21052,noHit
SM_b21053,noHit
SM_b21054,noHit
SM_b21055,noHit
SM_b21056,noHit
SM_b21057,noHit
SM_b21058,noHit
SM_b21059,noHit
SM_b21060,Atu4801
SM_b21061,noHit
SM_b21062,noHit
SM_b21063,noHit
SM_b21064,noHit
SM_b21065,noHit
SM_b21066,noHit
SM_b21067,noHit
SM_b21068,noHit
SM_b21069,noHit
exoP2,noHit
SM_b21071,noHit
SM_b21072,noHit
exoF2,noHit
SM_b21074,noHit
SM_b21075,Atu3271
SM_b21076,noHit
SM_b21077,noHit
SM_b21078,noHit
SM_b21079,noHit
SM_b21080,Atu4803
manB,noHit
manC/manA,noHit
SM_b21083,noHit
SM_b21084,noHit
SM_b21085,noHit
SM_b21086,noHit
traA2,noHit
SM_b21088,noHit
SM_b21089,noHit
SM_b21090,noHit
lysM,Atu0233
SM_b21092,noHit
SM_b21093,noHit
argH2,noHit
SM_b21095,noHit
SM_b21096,noHit
SM_b21097,Atu5482
SM_b21098,noHit
SM_b21099,noHit
SM_b21100,noHit
SM_b21101,Atu3527
SM_b21102,kdgR
SM_b21103,noHit
SM_b21104,noHit
SM_b21105,Atu2507
SM_b21106,Atu3281
manR,Atu4120
SM_b21108,Atu2812
SM_b21109,noHit
SM_b21110,noHit
SM_b21111,Atu4466
hpaG,hpcE
SM_b21113,Atu2811
nrtA,nrtC
SM_b21115,nasT
SM_b21116,Atu3571
SM_b21117,noHit
gntK,gntK
SM_b21120,noHit
ivdH,acd
mccA,mccB
SM_b21123,noHit
mccB,mccA
hmgL,hmgL
eccH2,Atu3481
SM_b21127,noHit
SM_b21128,noHit
SM_b21129,noHit
cysA2,Atu0823
cysP2,Atu0822
SM_b21132,cysT
SM_b21133,Atu0820
SM_b21134,Atu3927
SM_b21135,noHit
SM_b21136,noHit
SM_b21137,noHit
SM_b21138,noHit
SM_b21139,noHit
SM_b21140,Atu3264
SM_b21216,noHit
SM_b21217,noHit
SM_b21218,noHit
SM_b21219,noHit
SM_b21220,noHit
SM_b21221,noHit
SM_b21222,xylR
nodP2,noHit
nodQ2,noHit
SM_b21225,pssB
SM_b21226,noHit
SM_b21227,noHit
SM_b21228,noHit
SM_b21229,noHit
SM_b21230,noHit
SM_b21231,noHit
SM_b21232,noHit
TRm1b,noHit
TRm1a,Atu4602
SM_b21235,noHit
SM_b21236,noHit
SM_b21237,noHit
SM_b21238,noHit
SM_b21239,noHit
SM_b21240,noHit
SM_b21241,noHit
SM_b21242,Atu3560
SM_b21243,noHit
SM_b21244,noHit
exoF3,noHit
SM_b21246,noHit
SM_b21247,noHit
SM_b21248,noHit
SM_b21249,noHit
SM_b21250,noHit
SM_b21251,Atu4298
SM_b21252,Atu2583
SM_b21253,Atu2584
SM_b21254,Atu2579
