SMc02793,NGR_c33500
apt,apt
SMc02699,NGR_c23310
SMc02700,NGR_c23320
SMc02701,NGR_c23330
SMc02702,NGR_c23340
SMc02703,NGR_c23350
SMc02704,NGR_c23360
SMc02705,NGR_c23370
SMc02706,NGR_c23380
SMc02707,NGR_c23390
SMc02708,NGR_c23400
SMc02709,noHit
fic,NGR_a02670
SMc02711,NGR_c23410
SMc02712,NGR_c23420
rpoE3,rpoE
SMc02714,NGR_c23450
SMc02715,noHit
SMc02716,NGR_b09850
leuA1,leuA
SMc02718,noHit
TRm22,NGR_b14590
clpP2,clpP3
SMc02721,noHit
SMc02722,noHit
SMc02723,NGR_c23490
SMc02724,NGR_c23500
trpE,trpE
bhuR,noHit
SMc02727,NGR_c23530
fhs,fhs
SMc02729,NGR_c23570
SMc02730,NGR_c23580
TRm22,NGR_b14590
SMc02732,NGR_c05590
SMc02733,NGR_c23590
SMc02734,NGR_c23600
SMc02735,NGR_c23610
tdk,tdk
choX,NGR_c23640
choW,NGR_c23650
choV,NGR_c23660
SMc04457,NGR_c23670
SMc01535,noHit
SMc01534,NGR_c23690
adeC1,adeC
SMc01532,aglA2
kdgK,kdgK
TRm5,noHit
dppF2,NGR_c24410
dppD2,NGR_c24420
dppC2,NGR_c24430
dppB2,NGR_c24440
dppA2,NGR_c24450
SMc01524,NGR_c24460
emrE,NGR_c24480
SMc01522,NGR_c24490
ntrP,noHit
ntrR1,noHit
SMc01520,NGR_c24500
SMc01519,NGR_c24510
SMc01748,noHit
SMc01518,NGR_c24520
SMc01517,NGR_c24530
SMc01516,NGR_c24540
SMc01515,NGR_c24550
SMc01514,NGR_c24560
SMc01747,noHit
hmuS,NGR_c24570
hmuT,NGR_c24580
hmuU,NGR_c24590
hmuV,NGR_c24600
SMc01509,NGR_c24610
SMc01508,NGR_c24620
SMc01507,NGR_c24630
rpoE2,NGR_c24640
SMc01505,NGR_c24650
SMc01504,NGR_c24660
SMc01503,araB
SMc01502,NGR_c24680
mtlK,NGR_c24690
smoS,smoS
smoK,NGR_c24710
smoG,NGR_c24720
smoF,NGR_c24730
smoE,NGR_c24740
smoC,NGR_c24750
SMc01814,gltB2
SMc01815,NGR_c24770
SMc01816,NGR_c24780
SMc01817,NGR_c24790
cyaC,cyaC
SMc01819,NGR_c24820
SMc01820,amaB
dht,dht
SMc01822,NGR_c24850
SMc01823,NGR_c24860
SMc01824,NGR_b15240
SMc01825,NGR_c24870
SMc01826,NGR_c24880
SMc01827,NGR_c24890
SMc01828,NGR_c24900
SMc01829,NGR_c24910
ureG,ureG
ureF,ureF
ureE,ureE
SMc01833,NGR_c24960
SMc01834,NGR_c24970
SMc01995,noHit
SMc01836,noHit
ureC,ureC
SMc01838,NGR_c25010
SMc02046,NGR_c25020
ureB,ureB
SMc01940,NGR_c25040
ureA,ureA
ureD,ureD
SMc01943,noHit
cpo,noHit
ohrR,NGR_c25090
livK,NGR_c25150
SMc01947,NGR_c25160
livF,NGR_c25170
livG,NGR_c25180
livM,NGR_c25190
livH,NGR_c25200
cysQ,NGR_c25210
SMc01953,NGR_c25220
SMc01954,NGR_c25230
SMc01955,NGR_c25240
SMc01956,NGR_c25250
SMc01957,noHit
TRm1b,noHit
TRm1a,noHit
SMc01960,NGR_c25270
SMc01961,NGR_c25280
SMc01962,NGR_c25290
SMc01963,NGR_c25300
SMc01964,NGR_c25310
SMc01965,NGR_c25320
SMc01966,NGR_c25330
speB2,speB
SMc01968,NGR_c25380
SMc01969,NGR_c25390
SMc01970,NGR_c25400
puuC,NGR_c25410
puuB,NGR_c25440
puuA,noHit
SMc01974,noHit
SMc01975,NGR_c25450
SMc01976,mdeA
SMc01977,NGR_c25470
SMc01978,NGR_c25480
SMc01979,NGR_c25490
SMc01980,NGR_c25500
SMc01981,NGR_c25510
coxM,coxM
coxN,coxN
coxO,coxO
coxP,coxP
SMc01986,NGR_c25560
SMc01987,NGR_c25660
SMc01988,noHit
SMc01989,noHit
SMc01990,noHit
SMc01991,NGR_b04190
SMc01992,noHit
SMc01993,noHit
SMc02016,noHit
SMc02017,noHit
SMc02018,NGR_b23550
SMc02019,noHit
SMc02020,noHit
SMc02021,noHit
SMc02022,noHit
SMc02023,noHit
SMc02024,noHit
SMc02025,noHit
SMc02026,noHit
SMc02027,noHit
SMc02028,noHit
SMc02029,noHit
SMc02030,noHit
SMc02031,NGR_c17360
SMc02032,noHit
SMc02033,noHit
SMc02034,noHit
SMc02035,mdh
SMc02036,NGR_b08870
SMc02037,noHit
gldA,noHit
SMc02039,noHit
SMc02040,noHit
SMc02041,noHit
pgiA1,noHit
eda1,noHit
SMc02044,noHit
SMc02045,NGR_b04550
SMc02332,noHit
SMc02460,noHit
SMc02333,noHit
SMc02334,noHit
SMc02335,noHit
kduD,noHit
SMc02452,noHit
SMc02337,rbsA3
SMc02338,noHit
SMc02339,noHit
SMc02340,noHit
SMc02341,noHit
tkt1,noHit
SMc02343,noHit
SMc02344,NGR_c25650
SMc02345,noHit
SMc02346,NGR_b06190
asfB,noHit
asfA,noHit
SMc02350,noHit
SMc02351,NGR_b00340
SMc02352,noHit
SMc02353,noHit
SMc02354,noHit
SMc02355,noHit
SMc02356,noHit
SMc02357,NGR_b14680
SMc02358,noHit
SMc02359,noHit
SMc02360,noHit
SMc02412,noHit
SMc02413,noHit
SMc02414,noHit
SMc02415,noHit
SMc02416,noHit
SMc02417,noHit
SMc02418,noHit
SMc02419,noHit
SMc02420,noHit
SMc02421,noHit
SMc02423,noHit
SMc02424,noHit
SMc02425,NGR_b12850
SMc02426,noHit
hyuE,noHit
SMc02428,NGR_b15340
SMc02429,NGR_c15780
TRm17,NGR_c09310
SMc02431,noHit
SMc02432,NGR_c26530
clpB,clpB
SMc02434,NGR_c26550
hemK1,NGR_c26560
prfA,NGR_c26570
ptsP,pstP
lysC,lysC
SMc02439,NGR_c26600
ubiG,ubiG
SMc02441,NGR_c26620
SMc02442,NGR_c26630
grxC,NGR_c26640
SMc02444,NGR_c26650
SMc02445,NGR_c26660
SMc02446,noHit
SMc02447,NGR_c26670
mutT,NGR_c26680
SMc02449,NGR_c26690
argJ,argJ
SMc02451,NGR_c26710
secA,secA
SMc00744,noHit
SMc00743,NGR_c26730
SMc00742,NGR_c26740
acsA3,NGR_c26750
SMc00740,noHit
SMc00739,noHit
SMc00738,NGR_c26810
SMc00737,NGR_c26820
SMc00736,NGR_c26830
SMc00735,gltX2
SMc00734,NGR_c26850
SMc00733,NGR_c26860
SMc00732,NGR_c26870
SMc00731,NGR_c26880
SMc00730,NGR_c26890
etfB1,NGR_c26900
etfA1,NGR_c26910
hbdA,hbdA
tlpA,NGR_c26930
argH1,argH
SMc00724,NGR_c26950
lysA,NGR_c26960
SMc00722,NGR_c26970
TRm22,NGR_b14590
SMc00720,NGR_c26980
hpt,NGR_c26990
SMc00718,noHit
ftsE,ftsE
ftsX,ftsX
SMc00715,NGR_c27030
SMc00714,plsC
chaC,NGR_c27050
SMc00712,NGR_c27060
tyrC,tyrC
hisC1,hisC1
SMc00709,NGR_c27090
gloB,NGR_c27100
SMc00707,NGR_c27110
SMc00706,NGR_c27120
SMc00705,NGR_c27130
rpmB,NGR_c27140
SMc00703,NGR_c27150
SMc00702,NGR_c27160
cobT,cobT
SMc00700,cobS
SMc00699,NGR_c27190
SMc00698,NGR_c27200
SMc00697,NGR_c27210
aroB,aroB
aroK,NGR_c27230
SMc00694,noHit
SMc00693,noHit
SMc00692,NGR_c27240
xerD,xerD
accA,accA
SMc00689,NGR_c27270
SMc00688,NGR_c27280
SMc00687,noHit
SMc00686,noHit
SMc00684,NGR_c27310
SMc00683,NGR_c27320
hipO1,NGR_c27330
lrp1,NGR_c27340
SMc00680,NGR_c27350
SMc00679,NGR_c27360
SMc00678,NGR_b15220
SMc00677,NGR_b15230
SMc00676,noHit
SMc00675,NGR_c27370
hutC,NGR_c27380
SMc00673,NGR_c27390
hisX,NGR_c27400
hisW,NGR_c27410
hisV,NGR_c27420
hutH2,NGR_c27430
SMc00668,noHit
SMc00667,NGR_c27440
SMc00666,NGR_c27450
SMc00665,NGR_c27460
SMc00664,noHit
SMc00663,noHit
SMc00662,noHit
SMc00661,noHit
SMc00660,noHit
trmU,trmU
SMc00658,noHit
SMc00657,NGR_c27550
SMc00656,NGR_c27560
SMc00655,NGR_c27570
ctrA,NGR_c27580
SMc00653,NGR_c27590
chpT,NGR_c27600
SMc00651,NGR_c27610
SMc00650,NGR_c27620
SMc00649,NGR_c27630
SMc00648,NGR_c27640
rluD,rluD
rpoH1,NGR_c27660
SMc00644,NGR_c27670
purA,purA
SMc00642,NGR_c27690
serA,NGR_c27700
serC,serC
SMc00639,NGR_c27730
SMc00638,noHit
glmM,NGR_c27750
ftsH,ftsH
SMc02940,NGR_c27770
SMc02941,NGR_c27780
pal,NGR_c27790
tolB,tolB1
tolA,tolA
tolR,tolR
tolQ,tolQ
SMc03959,NGR_c27850
SMc03960,NGR_c27860
sqdB,sqdB
sqdD,NGR_c27880
sqdC,NGR_c27890
SMc03964,NGR_c27900
ruvB,ruvB
ruvA,ruvA
ruvC,ruvC
SMc03968,NGR_c27940
SMc03969,NGR_c27950
SMc03970,NGR_c27960
mexF2,mexF
mexE2,NGR_c27980
SMc03973,NGR_c27990
SMc03974,NGR_c28000
SMc03975,NGR_c28020
SMc03976,NGR_c28040
SMc03977,NGR_c28050
tkt2,NGR_c28060
gap,NGR_c28070
SMc03980,NGR_c28080
pgk,NGR_c28090
TRm5,noHit
fbaB,fbaB
SMc03984,NGR_c28110
cyaF2,cyaF
SMc03986,NGR_c28130
SMc03987,NGR_c28140
SMc03988,NGR_c28150
SMc03989,NGR_c28160
rpmE,NGR_c28170
SMc03991,NGR_c28180
SMc03992,NGR_c28210
SMc03993,NGR_c28220
suhB,suhB
SMc03995,NGR_c28240
thiE2,thiE
SMc03997,NGR_c28260
SMc03998,NGR_c28270
SMc03999,NGR_c28280
SMc04000,NGR_c28290
purE,NGR_c28300
purK,purK
rpmJ,NGR_c28320
SMc04004,NGR_c28330
pykA,NGR_c28350
SMc04006,NGR_c28360
SMc04007,NGR_c28370
SMc04008,NGR_c28380
SMc04009,NGR_c28390
SMc04010,NGR_c28400
tacA,NGR_c28410
pepF,NGR_c28420
pabB,NGR_c28430
SMc04014,NGR_c28440
SMc04015,NGR_c28450
hss,NGR_c28470
omp10,NGR_c28480
SMc04018,NGR_c28490
hemH,hemH
SMc04020,NGR_c28600
SMc04021,NGR_c28610
SMc04022,NGR_c28630
exoN2,exoN
SMc04024,NGR_c28660
SMc04025,NGR_c28670
gltD,gltD
gltB,gltB1
SMc04029,NGR_c28700
SMc04030,noHit
pip2,noHit
SMc04032,noHit
pip3,noHit
SMc04034,noHit
SMc04035,noHit
SMc04036,noHit
SMc04037,noHit
TRm17N,noHit
TRm17C,noHit
ibpA,NGR_c28710
pldB,NGR_c28720
SMc04042,NGR_c28730
SMc04043,NGR_c28750
SMc04044,NGR_c28760
ilvD2,ilvD1
SMc04046,NGR_c28830
azu2,noHit
SMc04048,noHit
SMc04049,noHit
SMc04050,noHit
rpoE4,noHit
SMc04052,NGR_c28850
SMc04053,NGR_c28860
SMc04054,NGR_c28870
SMc04055,NGR_c28880
SMc04056,mocA
SMc04057,NGR_c28910
SMc04058,NGR_c28920
SMc04059,NGR_c28930
glgP,NGR_c28940
glgB1,glgB
glgC,glgC
glgA1,glgA
pgm,NGR_c28980
glgX1,NGR_c28990
nodN2,nodN
SMc03928,noHit
SMc03929,noHit
soxG2,soxG1
soxA2,soxA1
soxD2,soxD1
soxB2,soxB1
rpsU2,NGR_c29060
SMc03935,NGR_c29070
SMc03936,NGR_c29080
cyaG1,cyaG
pntB,NGR_b16310
pntAb,NGR_b16320
pntAa,pntA2
SMc03941,NGR_c29130
SMc03942,NGR_c29150
SMc03943,NGR_c29160
SMc04462,NGR_c29170
pckR,NGR_c29180
SMc02976,NGR_c29190
SMc02977,NGR_c29200
SMc02978,NGR_c29210
SMc02979,NGR_c29220
SMc02980,NGR_c29230
SMc02981,NGR_c29240
SMc02982,NGR_c29250
SMc02983,speF
SMc02984,NGR_c29280
SMc02985,NGR_c29290
SMc02986,NGR_c29300
SMc02987,NGR_b02710
SMc02988,noHit
SMc02989,NGR_c29310
SMc03151,NGR_c29320
SMc03152,NGR_c29330
eda2,NGR_c29340
SMc03154,NGR_c29350
SMc03155,NGR_c29360
SMc03156,NGR_c29370
metQ,NGR_c29410
metI,metI
metN,metN
SMc03160,NGR_c29440
SMc03161,NGR_c29450
SMc03162,NGR_c29470
xylA,xylA
xylB,xylB
SMc03165,NGR_c29500
SMc03166,NGR_c29510
SMc03167,NGR_c29520
SMc03168,NGR_c29530
SMc03169,NGR_c29540
SMc03170,NGR_c29560
SMc03171,NGR_c29570
gltX,gltX1
lysS,lysS
SMc03174,NGR_c29600
SMc03175,NGR_c29640
SMc03176,NGR_c29650
SMc03177,NGR_c29660
SMc03178,NGR_c29670
phaA1,NGR_c29680
phaC1,NGR_c29690
phaD1,NGR_c29700
phaE1,phaE
phaF1,phaF
phaG1,phaG
SMc03185,noHit
SMc03186,noHit
cobM,cobM
cobL,cobL
cobK,cobK
cobJ,cobJ
cobI,cobI
cobH,cobH
cobG,cobG
cobF,cobF
ung,NGR_c29830
modA,modA
modB,modB
modC,modC
SMc03199,NGR_c29870
SMc03200,noHit
bkdAa,bkdA1
bkdAb,bkdA2
bkdB,bkdB
lpdA3,lpdA2
purU1,purU3
maiA,NGR_c29950
SMc03207,NGR_c29960
hmgA,hmgA
SMc03209,NGR_c29990
SMc03210,NGR_c30000
SMc03211,NGR_c30010
SMc03150,NGR_c30020
SMc03149,noHit
SMc03148,noHit
SMc03147,NGR_c30060
SMc03146,NGR_c30070
SMc03145,NGR_c30030
SMc03144,NGR_c30080
SMc03143,NGR_c30090
SMc03142,noHit
SMc03141,noHit
SMc03140,NGR_b21910
SMc03139,NGR_b21920
SMc03138,NGR_b21930
SMc03137,noHit
SMc03136,noHit
SMc03135,NGR_b21940
SMc03134,NGR_b21950
SMc03133,NGR_b21960
SMc03132,NGR_b21970
SMc03131,NGR_b21980
SMc03130,noHit
SMc03129,noHit
SMc03128,noHit
SMc03127,noHit
SMc03126,noHit
SMc03125,noHit
SMc03124,noHit
SMc03123,NGR_b19420
SMc03122,NGR_c30610
SMc03121,NGR_c30600
SMc03120,NGR_c30590
SMc03119,NGR_c30580
SMc03118,NGR_c30570
SMc03117,NGR_c30560
SMc03116,noHit
TRm5C,noHit
TRm3,NGR_a01970
TRm5N,noHit
metH,metH
pmi,NGR_c30520
SMc03110,NGR_c30510
mak,NGR_c30500
SMc03108,noHit
SMc03107,noHit
SMc03106,NGR_c30670
dxr,NGR_c30680
hemA,hemA
SMc03103,NGR_c30710
SMc03102,NGR_c30720
SMc03101,NGR_c30730
SMc03100,noHit
cyaF1,NGR_b05760
SMc03098,noHit
SMc03097,NGR_c30780
SMc03096,NGR_c30790
SMc03095,noHit
SMc03094,noHit
SMc03093,NGR_c30800
SMc03092,NGR_c30810
argI1,arcA1
cheW3,cheW2
TRm11b,NGR_b05860
TRm11a,NGR_b05870
mcpY,NGR_c30850
fdsD,fdsD
fdsC,NGR_c30870
fdsA,fdsA
fdsB,fdsB
fdsG,fdsG
SMc02523,NGR_c30910
SMc02522,NGR_c30920
glpR,glpR
glpD,glpD2
SMc02519,NGR_c30950
SMc02518,NGR_c30960
SMc02517,NGR_c30970
SMc02516,NGR_c30980
SMc02515,NGR_c30990
SMc02514,NGR_c31000
SMc02513,noHit
SMc02512,noHit
SMc02511,noHit
fur,NGR_c31010
sitA,NGR_c31020
sitB,NGR_c31030
sitC,NGR_c31040
sitD,NGR_c31050
SMc02505,NGR_c31060
SMc02504,NGR_c31080
SMc02503,NGR_c31090
atpC,atpC
atpD,atpD
atpG,atpG
atpA,atpA
atpH,atpH
SMc02497,NGR_c31150
priA,NGR_c31160
tal,NGR_c31170
SMc02494,noHit
SMc02493,noHit
SMc02492,noHit
SMc02491,noHit
SMc02490,NGR_c31180
SMc02489,xerC
SMc02488,NGR_c31200
lpdA2,lpdA1
SMc02486,NGR_c31230
SMc02485,NGR_c31240
SMc02484,NGR_c31250
sucB,sucB2
sucA,sucA
sucD,sucD
sucC,sucC
mdh,NGR_c31300
SMc02478,NGR_c31310
SMc02477,noHit
SMc02476,noHit
SMc02475,NGR_c31320
SMc02474,noHit
SMc02473,noHit
SMc02472,noHit
SMc02471,noHit
SMc02470,noHit
SMc02469,noHit
SMc02468,noHit
msrA2,NGR_c31330
sdhB,sdhB
sdhA,sdhA
sdhD,NGR_c31360
sdhC,NGR_c31370
SMc03225,NGR_c31380
SMc03226,NGR_c32160
SMc03227,NGR_c32150
SMc03228,NGR_c32140
gpsA,gpsA
gcp,NGR_c32120
hemC,hemC
hemD,NGR_c32100
SMc03233,NGR_c32090
SMc03234,NGR_c32080
SMc03235,NGR_c32070
SMc03236,NGR_c32060
SMc03237,NGR_c32050
SMc03238,NGR_c32040
ppa,NGR_c32020
SMc03240,noHit
SMc03241,NGR_c32010
typA,NGR_c32000
SMc03243,NGR_c31990
SMc03244,noHit
SMc03245,NGR_c31970
SMc03746,NGR_c31960
SMc03747,NGR_c31950
SMc03748,noHit
TRm11b,NGR_b05860
TRm11a,NGR_b05870
SMc03246,noHit
SMc03247,NGR_a01830
SMc03248,noHit
SMc03249,noHit
SMc03751,noHit
SMc03250,noHit
SMc03251,noHit
proB2,noHit
SMc03253,noHit
fixT3,noHit
SMc03256,noHit
TRm18,NGR_a01740
SMc03258,noHit
SMc03259,NGR_c13110
TRm17,NGR_c09310
SMc03262,noHit
SMc03263,noHit
SMc03264,noHit
SMc03265,NGR_c30170
SMc03267,noHit
SMc03268,noHit
SMc03269,NGR_a01440
SMc03754,NGR_a01430
SMc03272,NGR_a01420
SMc03277,noHit
TRm28.1,NGR_a03140
TRm28.2,NGR_a03130
ISRm28.3,noHit
TRm27.2,NGR_a02380
TRm27.1,NGR_a02370
TRm18,NGR_a01740
SMc03284,noHit
SMc03285,noHit
SMc03286,noHit
SMc03287,noHit
SMc03288,noHit
SMc03289,noHit
SMc03290,noHit
SMc04428,noHit
SMc03293,noHit
SMc03294,noHit
TRm1a,noHit
TRm1b,noHit
SMc03297,noHit
TRm26.3,NGR_a01890
TRm26.2,NGR_c05870
TRm26.1,NGR_c05860
SMc03761,noHit
SMc03762,noHit
SMc03763,noHit
vsr,noHit
SMc03765,noHit
SMc03766,noHit
aslB,noHit
SMc03768,noHit
SMc03769,noHit
rplU,NGR_c31660
rpmA,NGR_c31670
SMc03773,NGR_c31680
SMc03774,NGR_c31690
cgtA,NGR_c31700
proB1,proB
proA,proA
nadD,nadD
SMc03780,NGR_c31740
SMc03781,NGR_c31750
SMc03782,NGR_c31760
ctpA,ctpA
SMc03784,NGR_c31780
ialA,NGR_c31790
bfr,NGR_c31840
SMc03787,NGR_c31850
dnaE2,dnaE1
imuB,NGR_c31870
SMc03790,NGR_c31880
SMc03791,NGR_c31890
SMc03792,NGR_c31540
citE,NGR_c31550
SMc03794,noHit
leuD,leuD
SMc03796,NGR_c31570
metA,metA
galM,galM
SMc03799,noHit
SMc03800,NGR_c31930
SMc03801,NGR_c31920
SMc03802,NGR_c31910
SMc03803,NGR_c31900
ubiH,NGR_c31520
tesB,NGR_c31510
glnK,NGR_c31500
amtB,NGR_c31490
ftsK,ftsK2
SMc03809,NGR_c31470
SMc03810,noHit
SMc03811,noHit
SMc03812,noHit
SMc03813,noHit
SMc03814,noHit
SMc03815,noHit
SMc03816,noHit
SMc03817,noHit
xthA3,xthA1
SMc03819,NGR_c31440
SMc03820,NGR_c31430
SMc03821,NGR_c31420
SMc03822,NGR_c31410
leuC,leuC
SMc03824,NGR_c32560
SMc03825,NGR_c32550
argG,argG
SMc03827,NGR_c32530
SMc03828,noHit
SMc03829,noHit
SMc03830,noHit
SMc03831,NGR_c32520
SMc03832,NGR_c32510
SMc03833,NGR_c32500
pcbD,NGR_c32490
ligT,NGR_c32470
SMc03836,NGR_c32460
SMc03837,NGR_c32450
SMc03838,NGR_c32440
SMc03839,NGR_c32420
SMc03840,NGR_c32410
clpP3,noHit
SMc03842,noHit
SMc03843,noHit
SMc03844,NGR_c32400
SMc03845,NGR_c32390
acnA,acnA
ccmA,NGR_c32370
ccmB,ccmB
ccmC,ccmC
ccmD,noHit
ccmG,NGR_c32340
SMc03852,NGR_c32320
ispZ,NGR_c32310
ftsY,ftsY
SMc03855,NGR_c32290
dapF,dapF
ffh,NGR_c32250
pheAa,NGR_c32240
rpsP,NGR_c32230
rimM,rimM
trmD,trmD
SMc03862,NGR_c32200
rplS,NGR_c32170
SMc03864,NGR_c32180
SMc03865,NGR_c32190
SMc03866,NGR_c32570
SMc03867,NGR_c32580
SMc03868,NGR_c32590
thiB,NGR_c32610
thiP,NGR_c32620
thiQ,NGR_c32630
SMc03872,NGR_c32640
rpoH2,NGR_c32660
SMc03874,NGR_c32670
SMc03875,NGR_c32680
SMc03876,NGR_c32690
SMc03877,NGR_c32700
phbB,NGR_c32710
phbA,NGR_c32720
SMc03880,NGR_c32730
rpmF,noHit
gst8,NGR_c32750
mtgA,mtgA
ispA,NGR_c32770
hisC2,hisC2
TRm21,NGR_b21860
SMc03887,NGR_b00150
ispG,NGR_c32790
SMc03889,NGR_c32800
SMc03890,NGR_c32820
SMc03891,NGR_c32830
TRm21,NGR_b21860
SMc03893,NGR_c32840
SMc03894,NGR_c32850
pyc,NGR_c32860
SMc03896,NGR_c32870
TRm1b,noHit
TRm1a,noHit
SMc03899,noHit
ndvA,NGR_c32880
SMc03901,noHit
opgC,NGR_c32900
ndvB,ndvB
SMc04882,NGR_c32920
SMc04383,NGR_c32930
SMc04384,NGR_c32940
SMc04385,NGR_c32950
aatB,attA1
SMc04387,NGR_c32970
SMc04388,NGR_c32980
ttuD1,ttuD2
SMc04390,NGR_c33130
SMc04391,NGR_c33120
SMc04392,NGR_c33110
SMc04393,NGR_c33090
SMc04394,NGR_c33080
SMc04395,NGR_c33070
SMc04396,NGR_c33060
SMc04397,NGR_c33040
SMc04398,NGR_c33030
SMc04399,NGR_c33020
afr,NGR_c33010
SMc04401,NGR_c33000
SMc04402,NGR_c32990
dcp,NGR_c33160
SMc04404,NGR_c33170
leuB,leuB
SMc04406,NGR_c33190
SMc04407,NGR_c33200
SMc04881,NGR_b10440
SMc04408,NGR_b10450
SMc04409,noHit
asd,NGR_c33220
SMc04411,NGR_c33230
cynT,NGR_c33240
pdxK,NGR_c33250
SMc04085,NGR_c33260
SMc04087,NGR_c33270
purH,purH
SMc04089,NGR_c33290
sun,NGR_c33300
htpX,NGR_c33310
SMc04092,NGR_c33320
acsA1,ascA
SMc04094,NGR_c33340
SMc04095,NGR_c33370
SMc02812,NGR_c33380
leuS,leuS
SMc02803,NGR_c33400
SMc02802,NGR_c33410
parB,NGR_c33420
parA,NGR_c33430
gidB,gidB
gidA,gidA
thdF,NGR_c33460
rho,rho
SMc02795,NGR_c33480
hemE,hemE
lacE,lacE
lacF,lacF
lacG,lacG
lacZ1,lacZ
lacK1,NGR_b02660
SM_b20003,proC1
gstR,NGR_b06310
gst15,NGR_b06320
SM_b20006,NGR_b06330
katC,catC
SM_b20008,NGR_b11010
SM_b20009,noHit
SM_b20010,noHit
SM_b20011,noHit
SM_b20012,NGR_b22540
SM_b20013,NGR_b02610
SM_b20014,NGR_b02600
SM_b20015,NGR_b02590
SM_b20016,NGR_b02580
SM_b20017,rbsA1
SM_b20018,NGR_b02560
sucB,sucB1
pdh,NGR_b11450
SM_b20021,NGR_b11460
SM_b20022,NGR_c13930
SM_b20023,NGR_b01610
SM_b20024,NGR_b00390
SM_b20025,NGR_b00380
SM_b20026,NGR_b00360
SM_b20027,NGR_b00350
SM_b20028,noHit
SM_b20029,NGR_b18120
rpoE9,NGR_b18130
SM_b20031,noHit
SM_b20032,noHit
SM_b20033,NGR_b00240
SM_b20034,NGR_b00230
SM_b20035,NGR_b00220
SM_b20036,NGR_b00210
aroE2,NGR_b00200
SM_b20038,noHit
SM_b20039,NGR_b00120
SM_b20040,NGR_b00110
SM_b20041,NGR_b00100
SM_b20042,NGR_b00090
SM_b20043,NGR_b00080
repC1,repC
repB1,repB1
repA1,repA1
SM_b20047,noHit
SM_b20048,NGR_b23610
fusA2,fusA
SM_b20050,noHit
cpo,noHit
SM_b20055,noHit
btuF,NGR_b02510
btuC,NGR_b02520
btuD,NGR_b02530
SM_b20059,noHit
TRm5,noHit
SM_b20061,noHit
SM_b20062,noHit
SM_b20063,noHit
SM_b20064,noHit
SM_b20065,NGR_b20190
SM_b20066,NGR_b02820
SM_b20067,noHit
SM_b20068,NGR_b23180
SM_b20069,noHit
SM_b20070,noHit
SM_b20071,NGR_b23170
SM_b20072,noHit
SM_b20073,NGR_c30370
SM_b20074,NGR_c30380
SM_b20075,NGR_c30390
SM_b20076,NGR_c30420
SM_b20077,noHit
SM_b20078,noHit
SM_b20079,noHit
SM_b20080,NGR_c30430
SM_b20081,NGR_c30440
SM_b20082,NGR_c30450
SM_b20083,noHit
SM_b20084,NGR_b15400
SM_b20085,NGR_c30480
SM_b20086,NGR_c30470
SM_b20087,NGR_c30460
SM_b20088,NGR_b05770
SM_b20089,NGR_c30620
SM_b20090,NGR_c30630
SM_b20091,noHit
SM_b20092,NGR_b17310
SM_b20093,NGR_b17350
SM_b20094,NGR_b17360
SM_b20095,noHit
SM_b20096,noHit
SM_b20097,noHit
SM_b20098,noHit
SM_b20099,noHit
SM_b20100,noHit
SM_b20101,NGR_b14220
acoR,noHit
SM_b20103,noHit
SM_b20104,noHit
SM_b20105,noHit
SM_b20106,noHit
SM_b20107,noHit
SM_b20108,noHit
SM_b20109,noHit
SM_b20110,noHit
SM_b20111,noHit
SM_b20112,noHit
SM_b20113,noHit
SM_b20114,NGR_c26390
ilvD4,ilvD2
SM_b20116,noHit
SM_b20117,noHit
SM_b20118,noHit
SM_b20119,noHit
SM_b20121,noHit
SM_b20122,noHit
SM_b20123,NGR_b06160
SM_b20124,noHit
SM_b20125,noHit
SM_b20126,noHit
SM_b20127,noHit
SM_b20128,noHit
SM_b20129,noHit
SM_b20130,NGR_c05970
SM_b20131,noHit
SM_b20132,noHit
SM_b20133,noHit
SM_b20134,noHit
SM_b20135,ubiX
SM_b20136,noHit
SM_b20137,noHit
SM_b20138,noHit
SM_b20139,noHit
dapA2,noHit
SM_b20141,NGR_b06720
SM_b20142,noHit
SM_b20143,noHit
SM_b20144,noHit
SM_b20145,NGR_b17180
pdxA2,pdxA1
SM_b20147,NGR_b17170
SM_b20148,NGR_b17260
SM_b20149,NGR_b17250
SM_b20150,noHit
SM_b20151,noHit
SM_b20152,noHit
SM_b20153,noHit
SM_b20154,noHit
SM_b20155,noHit
SM_b20156,noHit
SM_b20157,noHit
SM_b20158,noHit
SM_b20159,noHit
SM_b20160,noHit
SM_b20161,noHit
SM_b20162,NGR_b03240
SM_b20163,NGR_b03230
SM_b20164,NGR_b03220
SM_b20165,noHit
SM_b20166,noHit
SM_b20167,noHit
SM_b20168,noHit
SM_b20169,noHit
fdh,noHit
SM_b20171,noHit
SM_b20172,noHit
SM_b20173,NGR_b03250
SM_b20174,noHit
SM_b20175,noHit
SM_b20176,noHit
SM_b20177,noHit
SM_b20178,NGR_b03140
SM_b20179,NGR_b03150
SM_b20180,NGR_b03160
SM_b20181,noHit
SM_b20182,noHit
SM_b20183,noHit
SM_b20184,NGR_b03170
SM_b20185,NGR_b03180
SM_b20186,gfa2
SM_b20194,noHit
ppe,noHit
cbbX,noHit
cbbS,noHit
cbbL,noHit
cbbA,cbbA2
cbbT,noHit
cbbP,noHit
cbbF,cbbF
cbbR,noHit
pqqA,noHit
